Time_Years,SOH_Pct_PyBaMM,R_int_Ohm
0.8000000000000012,100.0,0.0
0.8027397260273983,100.0,0.0
0.8054794520547955,100.0,0.0
0.8082191780821927,100.0,0.0
0.8109589041095899,100.0,0.0
0.8136986301369872,100.0,0.0
0.8164383561643844,100.0,0.0
0.8191780821917817,100.0,0.0
0.8219178082191788,100.0,0.0
0.8246575342465761,100.0,0.0
0.8273972602739732,100.0,0.0
0.8301369863013704,100.0,0.0
0.8328767123287676,100.0,0.0
0.835616438356165,100.0,0.0
0.838356164383562,100.0,0.0
0.8410958904109592,100.0,0.0
0.8438356164383564,100.0,0.0
0.8465753424657536,100.0,0.0
0.8493150684931509,100.0,0.0
0.852054794520548,100.0,0.0
0.8547945205479454,100.0,0.0
0.8575342465753425,100.0,0.0
0.8602739726027397,100.0,0.0
2.5260273972602407,100.0,0.0
